,block_name,cpu_b,cpu_s,gpu
523,expanded_conv-input:4x4x40-output:2x2x192-expand:6-kernel:7-stride:2-idskip:0,0.168592,0.329431,0.703497
524,expanded_conv-input:2x2x40-output:2x2x192-expand:3-kernel:3-stride:1-idskip:0,0.0953546,0.171285,0.435719
525,expanded_conv-input:2x2x40-output:2x2x192-expand:6-kernel:3-stride:1-idskip:0,0.1114,0.207053,0.68929
526,expanded_conv-input:2x2x40-output:2x2x192-expand:3-kernel:5-stride:1-idskip:0,0.0985994,0.19927,0.444005
527,expanded_conv-input:2x2x40-output:2x2x192-expand:6-kernel:5-stride:1-idskip:0,0.114931,0.284316,0.713822
528,expanded_conv-input:2x2x40-output:2x2x192-expand:3-kernel:7-stride:1-idskip:0,0.112228,0.222358,0.505976
529,expanded_conv-input:2x2x40-output:2x2x192-expand:6-kernel:7-stride:1-idskip:0,0.146259,0.419444,0.736378
530,expanded_conv-input:2x2x40-output:1x1x192-expand:3-kernel:3-stride:2-idskip:0,0.0826788,0.149905,0.303459
531,expanded_conv-input:2x2x40-output:1x1x192-expand:6-kernel:3-stride:2-idskip:0,0.0928419,0.187918,0.37371
532,expanded_conv-input:2x2x40-output:1x1x192-expand:3-kernel:5-stride:2-idskip:0,0.0908352,0.17381,0.272564
533,expanded_conv-input:2x2x40-output:1x1x192-expand:6-kernel:5-stride:2-idskip:0,0.110951,0.23121,0.359129
534,expanded_conv-input:2x2x40-output:1x1x192-expand:3-kernel:7-stride:2-idskip:0,0.0972533,0.204412,0.278303
535,expanded_conv-input:2x2x40-output:1x1x192-expand:6-kernel:7-stride:2-idskip:0,0.129865,0.298767,0.346992
536,expanded_conv-input:32x32x40-output:32x32x320-expand:3-kernel:3-stride:1-idskip:0,5.19518,4.9426,16.8014
537,expanded_conv-input:32x32x40-output:32x32x320-expand:6-kernel:3-stride:1-idskip:0,9.75723,9.09003,33.1178
538,expanded_conv-input:32x32x40-output:32x32x320-expand:3-kernel:5-stride:1-idskip:0,5.46577,5.57968,17.1075
539,expanded_conv-input:32x32x40-output:32x32x320-expand:6-kernel:5-stride:1-idskip:0,10.4262,10.2687,33.8497
540,expanded_conv-input:32x32x40-output:32x32x320-expand:3-kernel:7-stride:1-idskip:0,6.68827,7.17675,18.0758
541,expanded_conv-input:32x32x40-output:32x32x320-expand:6-kernel:7-stride:1-idskip:0,12.9634,14.5,35.8764
542,expanded_conv-input:32x32x40-output:16x16x320-expand:3-kernel:3-stride:2-idskip:0,1.86494,2.24587,6.09087
543,expanded_conv-input:32x32x40-output:16x16x320-expand:6-kernel:3-stride:2-idskip:0,3.64874,3.91197,11.8622
544,expanded_conv-input:32x32x40-output:16x16x320-expand:3-kernel:5-stride:2-idskip:0,2.05137,2.74565,6.2969
545,expanded_conv-input:32x32x40-output:16x16x320-expand:6-kernel:5-stride:2-idskip:0,4.1013,5.12474,12.203
546,expanded_conv-input:32x32x40-output:16x16x320-expand:3-kernel:7-stride:2-idskip:0,2.32315,3.29293,6.58044
547,expanded_conv-input:32x32x40-output:16x16x320-expand:6-kernel:7-stride:2-idskip:0,4.81144,6.13746,12.8895
548,expanded_conv-input:16x16x40-output:16x16x320-expand:3-kernel:3-stride:1-idskip:0,1.18924,1.45824,4.58143
549,expanded_conv-input:16x16x40-output:16x16x320-expand:6-kernel:3-stride:1-idskip:0,2.4058,2.60908,9.00982
550,expanded_conv-input:16x16x40-output:16x16x320-expand:3-kernel:5-stride:1-idskip:0,1.25226,1.59791,4.65462
551,expanded_conv-input:16x16x40-output:16x16x320-expand:6-kernel:5-stride:1-idskip:0,2.61996,2.77399,9.16902
552,expanded_conv-input:16x16x40-output:16x16x320-expand:3-kernel:7-stride:1-idskip:0,1.56113,2.31554,4.92765
553,expanded_conv-input:16x16x40-output:16x16x320-expand:6-kernel:7-stride:1-idskip:0,3.12412,4.15002,9.67009
554,expanded_conv-input:16x16x40-output:8x8x320-expand:3-kernel:3-stride:2-idskip:0,0.45596,0.914421,1.81578
555,expanded_conv-input:16x16x40-output:8x8x320-expand:6-kernel:3-stride:2-idskip:0,0.81656,1.29894,3.45854
556,expanded_conv-input:16x16x40-output:8x8x320-expand:3-kernel:5-stride:2-idskip:0,0.51275,0.971717,1.84275
557,expanded_conv-input:16x16x40-output:8x8x320-expand:6-kernel:5-stride:2-idskip:0,0.950893,1.55331,3.44429
558,expanded_conv-input:16x16x40-output:8x8x320-expand:3-kernel:7-stride:2-idskip:0,0.623928,1.04055,1.94469
559,expanded_conv-input:16x16x40-output:8x8x320-expand:6-kernel:7-stride:2-idskip:0,1.1064,1.67998,3.6519
560,expanded_conv-input:8x8x40-output:8x8x320-expand:3-kernel:3-stride:1-idskip:0,0.347196,0.623777,1.42172
561,expanded_conv-input:8x8x40-output:8x8x320-expand:6-kernel:3-stride:1-idskip:0,0.577804,0.891695,2.72527
562,expanded_conv-input:8x8x40-output:8x8x320-expand:3-kernel:5-stride:1-idskip:0,0.423971,0.527543,1.44162
563,expanded_conv-input:8x8x40-output:8x8x320-expand:6-kernel:5-stride:1-idskip:0,0.641475,1.03315,2.76472
564,expanded_conv-input:8x8x40-output:8x8x320-expand:3-kernel:7-stride:1-idskip:0,0.460233,0.713247,1.53795
565,expanded_conv-input:8x8x40-output:8x8x320-expand:6-kernel:7-stride:1-idskip:0,0.828209,1.35583,2.84522
566,expanded_conv-input:8x8x40-output:4x4x320-expand:3-kernel:3-stride:2-idskip:0,0.224254,0.322865,0.762017
567,expanded_conv-input:8x8x40-output:4x4x320-expand:6-kernel:3-stride:2-idskip:0,0.282301,0.534847,1.38133
568,expanded_conv-input:8x8x40-output:4x4x320-expand:3-kernel:5-stride:2-idskip:0,0.202581,0.397444,0.804482
569,expanded_conv-input:8x8x40-output:4x4x320-expand:6-kernel:5-stride:2-idskip:0,0.326002,0.686897,1.43963
570,expanded_conv-input:8x8x40-output:4x4x320-expand:3-kernel:7-stride:2-idskip:0,0.227469,0.442868,0.851075
571,expanded_conv-input:8x8x40-output:4x4x320-expand:6-kernel:7-stride:2-idskip:0,0.348272,0.930043,1.47134
572,expanded_conv-input:4x4x40-output:4x4x320-expand:3-kernel:3-stride:1-idskip:0,0.154635,0.279971,0.740343
573,expanded_conv-input:4x4x40-output:4x4x320-expand:6-kernel:3-stride:1-idskip:0,0.228613,0.507229,1.15193
574,expanded_conv-input:4x4x40-output:4x4x320-expand:3-kernel:5-stride:1-idskip:0,0.161758,0.279679,0.749158
575,expanded_conv-input:4x4x40-output:4x4x320-expand:6-kernel:5-stride:1-idskip:0,0.237561,0.457717,1.14589
576,expanded_conv-input:4x4x40-output:4x4x320-expand:3-kernel:7-stride:1-idskip:0,0.197499,0.400502,0.759509
577,expanded_conv-input:4x4x40-output:4x4x320-expand:6-kernel:7-stride:1-idskip:0,0.307036,0.732203,1.19234
578,expanded_conv-input:4x4x40-output:2x2x320-expand:3-kernel:3-stride:2-idskip:0,0.138504,0.200876,0.477017
579,expanded_conv-input:4x4x40-output:2x2x320-expand:6-kernel:3-stride:2-idskip:0,0.136302,0.356625,0.689325
580,expanded_conv-input:4x4x40-output:2x2x320-expand:3-kernel:5-stride:2-idskip:0,0.120717,0.223207,0.480982
581,expanded_conv-input:4x4x40-output:2x2x320-expand:6-kernel:5-stride:2-idskip:0,0.163829,0.329149,0.732151
582,expanded_conv-input:4x4x40-output:2x2x320-expand:3-kernel:7-stride:2-idskip:0,0.12789,0.256407,0.476815
583,expanded_conv-input:4x4x40-output:2x2x320-expand:6-kernel:7-stride:2-idskip:0,0.185955,0.523224,0.773042
584,expanded_conv-input:2x2x40-output:2x2x320-expand:3-kernel:3-stride:1-idskip:0,0.103518,0.184933,0.465548
585,expanded_conv-input:2x2x40-output:2x2x320-expand:6-kernel:3-stride:1-idskip:0,0.187448,0.27537,0.696222
586,expanded_conv-input:2x2x40-output:2x2x320-expand:3-kernel:5-stride:1-idskip:0,0.107141,0.190326,0.507398
587,expanded_conv-input:2x2x40-output:2x2x320-expand:6-kernel:5-stride:1-idskip:0,0.130241,0.257138,0.70293
588,expanded_conv-input:2x2x40-output:2x2x320-expand:3-kernel:7-stride:1-idskip:0,0.122601,0.235401,0.5856
589,expanded_conv-input:2x2x40-output:2x2x320-expand:6-kernel:7-stride:1-idskip:0,0.160997,0.436803,0.733147
590,expanded_conv-input:2x2x40-output:1x1x320-expand:3-kernel:3-stride:2-idskip:0,0.101668,0.16279,0.258199
591,expanded_conv-input:2x2x40-output:1x1x320-expand:6-kernel:3-stride:2-idskip:0,0.106151,0.225623,0.409381
592,expanded_conv-input:2x2x40-output:1x1x320-expand:3-kernel:5-stride:2-idskip:0,0.093991,0.191879,0.276961
593,expanded_conv-input:2x2x40-output:1x1x320-expand:6-kernel:5-stride:2-idskip:0,0.120677,0.34608,0.398386
594,expanded_conv-input:2x2x40-output:1x1x320-expand:3-kernel:7-stride:2-idskip:0,0.101023,0.210302,0.315734
595,expanded_conv-input:2x2x40-output:1x1x320-expand:6-kernel:7-stride:2-idskip:0,0.167994,0.32035,0.355481
596,expanded_conv-input:32x32x80-output:32x32x96-expand:3-kernel:3-stride:1-idskip:0,5.92787,5.96433,17.2903
597,expanded_conv-input:32x32x80-output:32x32x96-expand:6-kernel:3-stride:1-idskip:0,12.3293,11.3606,34.4899
598,expanded_conv-input:32x32x80-output:32x32x96-expand:3-kernel:5-stride:1-idskip:0,6.73631,7.20956,17.9954
599,expanded_conv-input:32x32x80-output:32x32x96-expand:6-kernel:5-stride:1-idskip:0,15.1047,14.586,36.1654
600,expanded_conv-input:32x32x80-output:32x32x96-expand:3-kernel:7-stride:1-idskip:0,9.33467,10.4294,20.1829
601,expanded_conv-input:32x32x80-output:32x32x96-expand:6-kernel:7-stride:1-idskip:0,21.4019,22.7755,40.7623
602,expanded_conv-input:32x32x80-output:16x16x96-expand:3-kernel:3-stride:2-idskip:0,3.31527,3.77698,10.4151
603,expanded_conv-input:32x32x80-output:16x16x96-expand:6-kernel:3-stride:2-idskip:0,6.49748,7.06424,20.2475
604,expanded_conv-input:32x32x80-output:16x16x96-expand:3-kernel:5-stride:2-idskip:0,3.76218,4.99911,10.831
605,expanded_conv-input:32x32x80-output:16x16x96-expand:6-kernel:5-stride:2-idskip:0,8.17397,10.4007,21.2666
606,expanded_conv-input:32x32x80-output:16x16x96-expand:3-kernel:7-stride:2-idskip:0,4.59302,5.9087,11.4588
607,expanded_conv-input:32x32x80-output:16x16x96-expand:6-kernel:7-stride:2-idskip:0,10.3898,13.404,22.6694
608,expanded_conv-input:16x16x80-output:16x16x96-expand:3-kernel:3-stride:1-idskip:0,1.21322,1.74462,5.04255
609,expanded_conv-input:16x16x80-output:16x16x96-expand:6-kernel:3-stride:1-idskip:0,2.86117,3.22313,9.81027
610,expanded_conv-input:16x16x80-output:16x16x96-expand:3-kernel:5-stride:1-idskip:0,1.42106,1.98419,5.2138
611,expanded_conv-input:16x16x80-output:16x16x96-expand:6-kernel:5-stride:1-idskip:0,3.14985,3.8713,10.1617
612,expanded_conv-input:16x16x80-output:16x16x96-expand:3-kernel:7-stride:1-idskip:0,1.96638,3.20132,5.65046
613,expanded_conv-input:16x16x80-output:16x16x96-expand:6-kernel:7-stride:1-idskip:0,4.66393,6.69577,11.1365
614,expanded_conv-input:16x16x80-output:8x8x96-expand:3-kernel:3-stride:2-idskip:0,0.686609,1.10083,3.06325
615,expanded_conv-input:16x16x80-output:8x8x96-expand:6-kernel:3-stride:2-idskip:0,1.53437,2.08891,5.82333
616,expanded_conv-input:16x16x80-output:8x8x96-expand:3-kernel:5-stride:2-idskip:0,0.81481,1.47153,3.07926
617,expanded_conv-input:16x16x80-output:8x8x96-expand:6-kernel:5-stride:2-idskip:0,1.96513,2.77483,5.97349
618,expanded_conv-input:16x16x80-output:8x8x96-expand:3-kernel:7-stride:2-idskip:0,0.936701,1.53523,3.239
619,expanded_conv-input:16x16x80-output:8x8x96-expand:6-kernel:7-stride:2-idskip:0,2.52501,3.29534,6.35712
620,expanded_conv-input:8x8x80-output:8x8x96-expand:3-kernel:3-stride:1-idskip:0,0.337692,0.546331,1.68762
621,expanded_conv-input:8x8x80-output:8x8x96-expand:6-kernel:3-stride:1-idskip:0,0.642888,1.11475,3.10467
622,expanded_conv-input:8x8x80-output:8x8x96-expand:3-kernel:5-stride:1-idskip:0,0.393559,0.659586,1.71139
623,expanded_conv-input:8x8x80-output:8x8x96-expand:6-kernel:5-stride:1-idskip:0,0.798913,1.2327,3.23736
624,expanded_conv-input:8x8x80-output:8x8x96-expand:3-kernel:7-stride:1-idskip:0,0.565491,1.0006,1.8342
625,expanded_conv-input:8x8x80-output:8x8x96-expand:6-kernel:7-stride:1-idskip:0,1.20617,1.79848,3.42152
626,expanded_conv-input:8x8x80-output:4x4x96-expand:3-kernel:3-stride:2-idskip:0,0.236209,0.489038,1.20758
627,expanded_conv-input:8x8x80-output:4x4x96-expand:6-kernel:3-stride:2-idskip:0,0.419415,0.812394,2.14182
628,expanded_conv-input:8x8x80-output:4x4x96-expand:3-kernel:5-stride:2-idskip:0,0.28121,0.515239,1.23219
629,expanded_conv-input:8x8x80-output:4x4x96-expand:6-kernel:5-stride:2-idskip:0,0.480336,1.20366,2.16716
630,expanded_conv-input:8x8x80-output:4x4x96-expand:3-kernel:7-stride:2-idskip:0,0.35767,0.744243,1.2789
631,expanded_conv-input:8x8x80-output:4x4x96-expand:6-kernel:7-stride:2-idskip:0,0.586809,1.44611,2.26526
632,expanded_conv-input:4x4x80-output:4x4x96-expand:3-kernel:3-stride:1-idskip:0,0.15727,0.301257,0.829122
633,expanded_conv-input:4x4x80-output:4x4x96-expand:6-kernel:3-stride:1-idskip:0,0.233644,0.540066,1.39986
634,expanded_conv-input:4x4x80-output:4x4x96-expand:3-kernel:5-stride:1-idskip:0,0.164474,0.358133,0.779036
635,expanded_conv-input:4x4x80-output:4x4x96-expand:6-kernel:5-stride:1-idskip:0,0.247625,0.575011,1.42076
636,expanded_conv-input:4x4x80-output:4x4x96-expand:3-kernel:7-stride:1-idskip:0,0.236199,0.495783,0.811249
637,expanded_conv-input:4x4x80-output:4x4x96-expand:6-kernel:7-stride:1-idskip:0,0.380214,1.03616,1.43918
638,expanded_conv-input:4x4x80-output:2x2x96-expand:3-kernel:3-stride:2-idskip:0,0.126966,0.227749,0.786419
639,expanded_conv-input:4x4x80-output:2x2x96-expand:6-kernel:3-stride:2-idskip:0,0.170913,0.450653,1.39235
640,expanded_conv-input:4x4x80-output:2x2x96-expand:3-kernel:5-stride:2-idskip:0,0.144238,0.434949,0.758078
641,expanded_conv-input:4x4x80-output:2x2x96-expand:6-kernel:5-stride:2-idskip:0,0.206263,0.515111,1.39474
642,expanded_conv-input:4x4x80-output:2x2x96-expand:3-kernel:7-stride:2-idskip:0,0.159771,0.335491,0.803643
643,expanded_conv-input:4x4x80-output:2x2x96-expand:6-kernel:7-stride:2-idskip:0,0.267687,0.633741,1.39886
644,expanded_conv-input:2x2x80-output:2x2x96-expand:3-kernel:3-stride:1-idskip:0,0.10616,0.191565,0.800971
645,expanded_conv-input:2x2x80-output:2x2x96-expand:6-kernel:3-stride:1-idskip:0,0.127181,0.24949,1.20816
646,expanded_conv-input:2x2x80-output:2x2x96-expand:3-kernel:5-stride:1-idskip:0,0.107507,0.276842,0.760528
647,expanded_conv-input:2x2x80-output:2x2x96-expand:6-kernel:5-stride:1-idskip:0,0.147922,0.406731,1.20906
648,expanded_conv-input:2x2x80-output:2x2x96-expand:3-kernel:7-stride:1-idskip:0,0.138452,0.291161,0.818449
649,expanded_conv-input:2x2x80-output:2x2x96-expand:6-kernel:7-stride:1-idskip:0,0.215918,0.566269,1.20304
650,expanded_conv-input:2x2x80-output:1x1x96-expand:3-kernel:3-stride:2-idskip:0,0.0889175,0.172812,0.408516
651,expanded_conv-input:2x2x80-output:1x1x96-expand:6-kernel:3-stride:2-idskip:0,0.111115,0.222919,0.581865
652,expanded_conv-input:2x2x80-output:1x1x96-expand:3-kernel:5-stride:2-idskip:0,0.105436,0.240543,0.442374
653,expanded_conv-input:2x2x80-output:1x1x96-expand:6-kernel:5-stride:2-idskip:0,0.187511,0.321768,0.527882
654,expanded_conv-input:2x2x80-output:1x1x96-expand:3-kernel:7-stride:2-idskip:0,0.128919,0.286652,0.401876
655,expanded_conv-input:2x2x80-output:1x1x96-expand:6-kernel:7-stride:2-idskip:0,0.203483,0.439218,0.564685
656,expanded_conv-input:32x32x80-output:32x32x192-expand:3-kernel:3-stride:1-idskip:0,7.88811,7.42952,25.4157
657,expanded_conv-input:32x32x80-output:32x32x192-expand:6-kernel:3-stride:1-idskip:0,16.2739,14.7214,51.186
658,expanded_conv-input:32x32x80-output:32x32x192-expand:3-kernel:5-stride:1-idskip:0,8.48112,8.71371,26.0746
659,expanded_conv-input:32x32x80-output:32x32x192-expand:6-kernel:5-stride:1-idskip:0,18.4587,17.8321,52.7106
660,expanded_conv-input:32x32x80-output:32x32x192-expand:3-kernel:7-stride:1-idskip:0,10.9046,12.1276,28.3175
661,expanded_conv-input:32x32x80-output:32x32x192-expand:6-kernel:7-stride:1-idskip:0,25.3913,25.9095,57.4267
662,expanded_conv-input:32x32x80-output:16x16x192-expand:3-kernel:3-stride:2-idskip:0,3.81155,4.17193,12.1637
663,expanded_conv-input:32x32x80-output:16x16x192-expand:6-kernel:3-stride:2-idskip:0,7.56698,7.76079,24.3078
664,expanded_conv-input:32x32x80-output:16x16x192-expand:3-kernel:5-stride:2-idskip:0,4.36614,5.26632,12.5373
665,expanded_conv-input:32x32x80-output:16x16x192-expand:6-kernel:5-stride:2-idskip:0,9.40705,11.2226,25.0357
666,expanded_conv-input:32x32x80-output:16x16x192-expand:3-kernel:7-stride:2-idskip:0,4.8081,6.23327,13.2745
667,expanded_conv-input:32x32x80-output:16x16x192-expand:6-kernel:7-stride:2-idskip:0,10.9755,14.2673,26.6208
668,expanded_conv-input:16x16x80-output:16x16x192-expand:3-kernel:3-stride:1-idskip:0,1.82661,2.27743,6.76431
669,expanded_conv-input:16x16x80-output:16x16x192-expand:6-kernel:3-stride:1-idskip:0,4.02664,4.04028,13.866
670,expanded_conv-input:16x16x80-output:16x16x192-expand:3-kernel:5-stride:1-idskip:0,2.05542,2.49604,7.03996
671,expanded_conv-input:16x16x80-output:16x16x192-expand:6-kernel:5-stride:1-idskip:0,4.35752,4.63542,14.0963
672,expanded_conv-input:16x16x80-output:16x16x192-expand:3-kernel:7-stride:1-idskip:0,2.57747,3.58026,7.42362
673,expanded_conv-input:16x16x80-output:16x16x192-expand:6-kernel:7-stride:1-idskip:0,5.92315,7.46252,15.1027
674,expanded_conv-input:16x16x80-output:8x8x192-expand:3-kernel:3-stride:2-idskip:0,0.87995,1.36638,3.86548
675,expanded_conv-input:16x16x80-output:8x8x192-expand:6-kernel:3-stride:2-idskip:0,1.95439,2.45726,7.67273
676,expanded_conv-input:16x16x80-output:8x8x192-expand:3-kernel:5-stride:2-idskip:0,0.972126,1.50672,3.98158
677,expanded_conv-input:16x16x80-output:8x8x192-expand:6-kernel:5-stride:2-idskip:0,2.29826,3.04,7.77374
678,expanded_conv-input:16x16x80-output:8x8x192-expand:3-kernel:7-stride:2-idskip:0,1.15195,1.78394,4.14694
679,expanded_conv-input:16x16x80-output:8x8x192-expand:6-kernel:7-stride:2-idskip:0,2.64178,3.51372,8.08563
680,expanded_conv-input:8x8x80-output:8x8x192-expand:3-kernel:3-stride:1-idskip:0,0.510615,0.719406,2.558
681,expanded_conv-input:8x8x80-output:8x8x192-expand:6-kernel:3-stride:1-idskip:0,0.984365,1.60389,4.87775
682,expanded_conv-input:8x8x80-output:8x8x192-expand:3-kernel:5-stride:1-idskip:0,0.516335,0.768603,2.53618
683,expanded_conv-input:8x8x80-output:8x8x192-expand:6-kernel:5-stride:1-idskip:0,1.08501,1.63525,4.96015
684,expanded_conv-input:8x8x80-output:8x8x192-expand:3-kernel:7-stride:1-idskip:0,0.6915,1.08116,2.71773
685,expanded_conv-input:8x8x80-output:8x8x192-expand:6-kernel:7-stride:1-idskip:0,1.48299,2.24105,5.23818
686,expanded_conv-input:8x8x80-output:4x4x192-expand:3-kernel:3-stride:2-idskip:0,0.264021,0.497856,1.20723
687,expanded_conv-input:8x8x80-output:4x4x192-expand:6-kernel:3-stride:2-idskip:0,0.551145,1.1311,2.11427
688,expanded_conv-input:8x8x80-output:4x4x192-expand:3-kernel:5-stride:2-idskip:0,0.312184,0.623723,1.25091
689,expanded_conv-input:8x8x80-output:4x4x192-expand:6-kernel:5-stride:2-idskip:0,0.742477,1.41518,2.14068
690,expanded_conv-input:8x8x80-output:4x4x192-expand:3-kernel:7-stride:2-idskip:0,0.352931,0.784408,1.32944
691,expanded_conv-input:8x8x80-output:4x4x192-expand:6-kernel:7-stride:2-idskip:0,0.78608,1.63524,2.2475
692,expanded_conv-input:4x4x80-output:4x4x192-expand:3-kernel:3-stride:1-idskip:0,0.189363,0.37548,0.768148
693,expanded_conv-input:4x4x80-output:4x4x192-expand:6-kernel:3-stride:1-idskip:0,0.313539,0.728751,1.405
694,expanded_conv-input:4x4x80-output:4x4x192-expand:3-kernel:5-stride:1-idskip:0,0.200557,0.424553,0.799763
695,expanded_conv-input:4x4x80-output:4x4x192-expand:6-kernel:5-stride:1-idskip:0,0.357569,0.788875,1.40912
696,expanded_conv-input:4x4x80-output:4x4x192-expand:3-kernel:7-stride:1-idskip:0,0.306167,0.570814,0.831702
697,expanded_conv-input:4x4x80-output:4x4x192-expand:6-kernel:7-stride:1-idskip:0,0.514827,1.238,1.51904
698,expanded_conv-input:4x4x80-output:2x2x192-expand:3-kernel:3-stride:2-idskip:0,0.139175,0.255961,0.735855
699,expanded_conv-input:4x4x80-output:2x2x192-expand:6-kernel:3-stride:2-idskip:0,0.220188,0.398176,1.37566
700,expanded_conv-input:4x4x80-output:2x2x192-expand:3-kernel:5-stride:2-idskip:0,0.15757,0.411644,0.768972
701,expanded_conv-input:4x4x80-output:2x2x192-expand:6-kernel:5-stride:2-idskip:0,0.266917,0.527513,1.35031
702,expanded_conv-input:4x4x80-output:2x2x192-expand:3-kernel:7-stride:2-idskip:0,0.172394,0.350684,0.750148
703,expanded_conv-input:4x4x80-output:2x2x192-expand:6-kernel:7-stride:2-idskip:0,0.318505,0.717863,1.40391
704,expanded_conv-input:2x2x80-output:2x2x192-expand:3-kernel:3-stride:1-idskip:0,0.116189,0.210713,0.763936
705,expanded_conv-input:2x2x80-output:2x2x192-expand:6-kernel:3-stride:1-idskip:0,0.158155,0.298219,1.22322
706,expanded_conv-input:2x2x80-output:2x2x192-expand:3-kernel:5-stride:1-idskip:0,0.137022,0.226258,0.788706
707,expanded_conv-input:2x2x80-output:2x2x192-expand:6-kernel:5-stride:1-idskip:0,0.186139,0.405396,1.22244
708,expanded_conv-input:2x2x80-output:2x2x192-expand:3-kernel:7-stride:1-idskip:0,0.156882,0.326394,0.77489
709,expanded_conv-input:2x2x80-output:2x2x192-expand:6-kernel:7-stride:1-idskip:0,0.249028,0.540636,1.25382
710,expanded_conv-input:2x2x80-output:1x1x192-expand:3-kernel:3-stride:2-idskip:0,0.107834,0.201857,0.414964
711,expanded_conv-input:2x2x80-output:1x1x192-expand:6-kernel:3-stride:2-idskip:0,0.160905,0.293071,0.524719
712,expanded_conv-input:2x2x80-output:1x1x192-expand:3-kernel:5-stride:2-idskip:0,0.113644,0.244127,0.398211
713,expanded_conv-input:2x2x80-output:1x1x192-expand:6-kernel:5-stride:2-idskip:0,0.171309,0.390124,0.54401
714,expanded_conv-input:2x2x80-output:1x1x192-expand:3-kernel:7-stride:2-idskip:0,0.129612,0.363408,0.388239
715,expanded_conv-input:2x2x80-output:1x1x192-expand:6-kernel:7-stride:2-idskip:0,0.317854,0.519238,0.594651
716,expanded_conv-input:32x32x80-output:32x32x320-expand:3-kernel:3-stride:1-idskip:0,10.6799,9.59443,36.5926
717,expanded_conv-input:32x32x80-output:32x32x320-expand:6-kernel:3-stride:1-idskip:0,21.9156,19.1565,74.5085
718,expanded_conv-input:32x32x80-output:32x32x320-expand:3-kernel:5-stride:1-idskip:0,11.4246,10.9737,37.069
719,expanded_conv-input:32x32x80-output:32x32x320-expand:6-kernel:5-stride:1-idskip:0,23.7927,22.6416,76.3043
720,expanded_conv-input:32x32x80-output:32x32x320-expand:3-kernel:7-stride:1-idskip:0,13.6332,14.3502,39.3123
721,expanded_conv-input:32x32x80-output:32x32x320-expand:6-kernel:7-stride:1-idskip:0,30.605,30.9723,80.7969
722,expanded_conv-input:32x32x80-output:16x16x320-expand:3-kernel:3-stride:2-idskip:0,4.52333,4.6977,15.3059
723,expanded_conv-input:32x32x80-output:16x16x320-expand:6-kernel:3-stride:2-idskip:0,8.92967,8.96752,30.4565
724,expanded_conv-input:32x32x80-output:16x16x320-expand:3-kernel:5-stride:2-idskip:0,5.1172,6.0236,15.6117
725,expanded_conv-input:32x32x80-output:16x16x320-expand:6-kernel:5-stride:2-idskip:0,10.5408,12.3412,31.2172
726,expanded_conv-input:32x32x80-output:16x16x320-expand:3-kernel:7-stride:2-idskip:0,5.62117,6.80318,16.2316
727,expanded_conv-input:32x32x80-output:16x16x320-expand:6-kernel:7-stride:2-idskip:0,12.1738,15.3279,32.8961
728,expanded_conv-input:16x16x80-output:16x16x320-expand:3-kernel:3-stride:1-idskip:0,2.64252,2.6971,9.98785
729,expanded_conv-input:16x16x80-output:16x16x320-expand:6-kernel:3-stride:1-idskip:0,5.44578,5.14099,19.8715
730,expanded_conv-input:16x16x80-output:16x16x320-expand:3-kernel:5-stride:1-idskip:0,2.80355,3.105,10.0946
731,expanded_conv-input:16x16x80-output:16x16x320-expand:6-kernel:5-stride:1-idskip:0,5.74055,5.85244,20.2333
732,expanded_conv-input:16x16x80-output:16x16x320-expand:3-kernel:7-stride:1-idskip:0,3.38286,4.25704,10.558
733,expanded_conv-input:16x16x80-output:16x16x320-expand:6-kernel:7-stride:1-idskip:0,7.07075,8.66013,21.2862
734,expanded_conv-input:16x16x80-output:8x8x320-expand:3-kernel:3-stride:2-idskip:0,1.12154,1.54937,4.39014
735,expanded_conv-input:16x16x80-output:8x8x320-expand:6-kernel:3-stride:2-idskip:0,2.312,2.65686,8.64269
736,expanded_conv-input:16x16x80-output:8x8x320-expand:3-kernel:5-stride:2-idskip:0,1.15851,1.77149,4.445
737,expanded_conv-input:16x16x80-output:8x8x320-expand:6-kernel:5-stride:2-idskip:0,2.7879,3.30929,8.77098
738,expanded_conv-input:16x16x80-output:8x8x320-expand:3-kernel:7-stride:2-idskip:0,1.35511,2.08483,4.58862
739,expanded_conv-input:16x16x80-output:8x8x320-expand:6-kernel:7-stride:2-idskip:0,2.98359,3.82401,9.13337
740,expanded_conv-input:8x8x80-output:8x8x320-expand:3-kernel:3-stride:1-idskip:0,0.652277,0.963463,2.99398
741,expanded_conv-input:8x8x80-output:8x8x320-expand:6-kernel:3-stride:1-idskip:0,1.46971,1.69931,5.82436
742,expanded_conv-input:8x8x80-output:8x8x320-expand:3-kernel:5-stride:1-idskip:0,0.687245,0.975842,3.02907
743,expanded_conv-input:8x8x80-output:8x8x320-expand:6-kernel:5-stride:1-idskip:0,1.55698,1.77612,5.91287
744,expanded_conv-input:8x8x80-output:8x8x320-expand:3-kernel:7-stride:1-idskip:0,0.879645,1.35678,3.16761
745,expanded_conv-input:8x8x80-output:8x8x320-expand:6-kernel:7-stride:1-idskip:0,1.97517,2.49225,6.18447
746,expanded_conv-input:8x8x80-output:4x4x320-expand:3-kernel:3-stride:2-idskip:0,0.435881,0.601696,1.65783
747,expanded_conv-input:8x8x80-output:4x4x320-expand:6-kernel:3-stride:2-idskip:0,0.729014,1.13016,3.06059
