,block_name,cpu_b,cpu_s,gpu
1194,expanded_conv-input:4x4x80-output:4x4x80-expand:3-kernel:5-stride:1-idskip:0,0.161249,0.318035,0.786668
1195,expanded_conv-input:4x4x80-output:4x4x80-expand:3-kernel:5-stride:1-idskip:1,0.182871,0.330149,0.771643
1196,expanded_conv-input:4x4x80-output:4x4x80-expand:6-kernel:5-stride:1-idskip:0,0.254189,0.546904,1.39463
1197,expanded_conv-input:4x4x80-output:4x4x80-expand:6-kernel:5-stride:1-idskip:1,0.274622,0.585569,1.39267
1198,expanded_conv-input:4x4x80-output:4x4x80-expand:3-kernel:7-stride:1-idskip:0,0.344425,0.543003,0.840773
1199,expanded_conv-input:4x4x80-output:4x4x80-expand:3-kernel:7-stride:1-idskip:1,0.244965,0.531214,0.819338
1200,expanded_conv-input:4x4x80-output:4x4x80-expand:6-kernel:7-stride:1-idskip:0,0.367424,0.91862,1.50811
1201,expanded_conv-input:4x4x80-output:4x4x80-expand:6-kernel:7-stride:1-idskip:1,0.40563,1.02094,1.45628
1202,expanded_conv-input:4x4x80-output:2x2x80-expand:3-kernel:3-stride:2-idskip:0,0.12914,0.224671,0.757294
1203,expanded_conv-input:4x4x80-output:2x2x80-expand:6-kernel:3-stride:2-idskip:0,0.17123,0.528442,1.37988
1204,expanded_conv-input:4x4x80-output:2x2x80-expand:3-kernel:5-stride:2-idskip:0,0.142327,0.375867,0.767432
1205,expanded_conv-input:4x4x80-output:2x2x80-expand:6-kernel:5-stride:2-idskip:0,0.20476,0.473711,1.37741
1206,expanded_conv-input:4x4x80-output:2x2x80-expand:3-kernel:7-stride:2-idskip:0,0.158651,0.338507,0.771314
1207,expanded_conv-input:4x4x80-output:2x2x80-expand:6-kernel:7-stride:2-idskip:0,0.254654,0.589588,1.3842
1208,expanded_conv-input:2x2x80-output:2x2x80-expand:3-kernel:3-stride:1-idskip:0,0.11101,0.189662,0.748706
1209,expanded_conv-input:2x2x80-output:2x2x80-expand:3-kernel:3-stride:1-idskip:1,0.123479,0.227951,0.782111
1210,expanded_conv-input:2x2x80-output:2x2x80-expand:6-kernel:3-stride:1-idskip:0,0.125027,0.253105,1.2267
1211,expanded_conv-input:2x2x80-output:2x2x80-expand:6-kernel:3-stride:1-idskip:1,0.140284,0.282198,1.20488
1212,expanded_conv-input:2x2x80-output:2x2x80-expand:3-kernel:5-stride:1-idskip:0,0.110817,0.197522,0.787004
1213,expanded_conv-input:2x2x80-output:2x2x80-expand:3-kernel:5-stride:1-idskip:1,0.127854,0.236689,0.761738
1214,expanded_conv-input:2x2x80-output:2x2x80-expand:6-kernel:5-stride:1-idskip:0,0.136773,0.270053,1.21152
1215,expanded_conv-input:2x2x80-output:2x2x80-expand:6-kernel:5-stride:1-idskip:1,0.16247,0.326127,1.26879
1216,expanded_conv-input:2x2x80-output:2x2x80-expand:3-kernel:7-stride:1-idskip:0,0.139523,0.289517,0.788083
1217,expanded_conv-input:2x2x80-output:2x2x80-expand:3-kernel:7-stride:1-idskip:1,0.156075,0.345699,0.835139
1218,expanded_conv-input:2x2x80-output:2x2x80-expand:6-kernel:7-stride:1-idskip:0,0.206782,0.466346,1.22154
1219,expanded_conv-input:2x2x80-output:2x2x80-expand:6-kernel:7-stride:1-idskip:1,0.215423,0.529339,1.28576
1220,expanded_conv-input:2x2x80-output:1x1x80-expand:3-kernel:3-stride:2-idskip:0,0.0872944,0.175457,0.440895
1221,expanded_conv-input:2x2x80-output:1x1x80-expand:6-kernel:3-stride:2-idskip:0,0.112198,0.22441,0.532699
1222,expanded_conv-input:2x2x80-output:1x1x80-expand:3-kernel:5-stride:2-idskip:0,0.109672,0.219313,0.436014
1223,expanded_conv-input:2x2x80-output:1x1x80-expand:6-kernel:5-stride:2-idskip:0,0.14091,0.333188,0.520039
1224,expanded_conv-input:2x2x80-output:1x1x80-expand:3-kernel:7-stride:2-idskip:0,0.119546,0.272697,0.398803
1225,expanded_conv-input:2x2x80-output:1x1x80-expand:6-kernel:7-stride:2-idskip:0,0.207941,0.43181,0.564075
1226,expanded_conv-input:32x32x96-output:32x32x96-expand:3-kernel:3-stride:1-idskip:0,8.2165,7.24414,22.3425
1227,expanded_conv-input:32x32x96-output:32x32x96-expand:3-kernel:3-stride:1-idskip:1,8.24252,7.5503,22.5253
1228,expanded_conv-input:32x32x96-output:32x32x96-expand:6-kernel:3-stride:1-idskip:0,16.1983,14.9889,44.7449
1229,expanded_conv-input:32x32x96-output:32x32x96-expand:6-kernel:3-stride:1-idskip:1,16.5506,15.3404,44.9938
1230,expanded_conv-input:32x32x96-output:32x32x96-expand:3-kernel:5-stride:1-idskip:0,8.96186,9.33468,23.2561
1231,expanded_conv-input:32x32x96-output:32x32x96-expand:3-kernel:5-stride:1-idskip:1,9.76032,9.39666,23.3141
1232,expanded_conv-input:32x32x96-output:32x32x96-expand:6-kernel:5-stride:1-idskip:0,21.8115,20.0327,46.7155
1233,expanded_conv-input:32x32x96-output:32x32x96-expand:6-kernel:5-stride:1-idskip:1,21.654,20.3899,46.8888
1234,expanded_conv-input:32x32x96-output:32x32x96-expand:3-kernel:7-stride:1-idskip:0,12.4571,13.6626,25.9251
1235,expanded_conv-input:32x32x96-output:32x32x96-expand:3-kernel:7-stride:1-idskip:1,12.9245,13.975,26.0289
1236,expanded_conv-input:32x32x96-output:32x32x96-expand:6-kernel:7-stride:1-idskip:0,30.5884,32.965,52.4771
1237,expanded_conv-input:32x32x96-output:32x32x96-expand:6-kernel:7-stride:1-idskip:1,30.2531,33.8545,52.5275
1238,expanded_conv-input:32x32x96-output:16x16x96-expand:3-kernel:3-stride:2-idskip:0,4.46376,4.65346,14.0943
1239,expanded_conv-input:32x32x96-output:16x16x96-expand:6-kernel:3-stride:2-idskip:0,8.86638,9.2299,27.6165
1240,expanded_conv-input:32x32x96-output:16x16x96-expand:3-kernel:5-stride:2-idskip:0,5.30624,6.52379,14.5638
1241,expanded_conv-input:32x32x96-output:16x16x96-expand:6-kernel:5-stride:2-idskip:0,11.5629,14.8048,28.6666
1242,expanded_conv-input:32x32x96-output:16x16x96-expand:3-kernel:7-stride:2-idskip:0,6.23389,7.87826,15.4132
1243,expanded_conv-input:32x32x96-output:16x16x96-expand:6-kernel:7-stride:2-idskip:0,14.2194,19.6677,30.6698
1244,expanded_conv-input:16x16x96-output:16x16x96-expand:3-kernel:3-stride:1-idskip:0,1.78991,2.19958,6.44562
1245,expanded_conv-input:16x16x96-output:16x16x96-expand:3-kernel:3-stride:1-idskip:1,1.78217,2.29385,6.49371
1246,expanded_conv-input:16x16x96-output:16x16x96-expand:6-kernel:3-stride:1-idskip:0,3.94434,3.98787,12.6921
1247,expanded_conv-input:16x16x96-output:16x16x96-expand:6-kernel:3-stride:1-idskip:1,4.02565,4.11608,12.7289
1248,expanded_conv-input:16x16x96-output:16x16x96-expand:3-kernel:5-stride:1-idskip:0,2.02646,2.61462,6.62193
1249,expanded_conv-input:16x16x96-output:16x16x96-expand:3-kernel:5-stride:1-idskip:1,2.00778,2.7638,6.70216
1250,expanded_conv-input:16x16x96-output:16x16x96-expand:6-kernel:5-stride:1-idskip:0,4.29934,4.90438,13.1058
1251,expanded_conv-input:16x16x96-output:16x16x96-expand:6-kernel:5-stride:1-idskip:1,4.30596,5.00715,13.1192
1252,expanded_conv-input:16x16x96-output:16x16x96-expand:3-kernel:7-stride:1-idskip:0,2.74005,4.06197,7.2174
1253,expanded_conv-input:16x16x96-output:16x16x96-expand:3-kernel:7-stride:1-idskip:1,2.85148,4.12466,7.27951
1254,expanded_conv-input:16x16x96-output:16x16x96-expand:6-kernel:7-stride:1-idskip:0,6.23737,8.77111,14.3332
1255,expanded_conv-input:16x16x96-output:16x16x96-expand:6-kernel:7-stride:1-idskip:1,6.24887,8.96765,14.4477
1256,expanded_conv-input:16x16x96-output:8x8x96-expand:3-kernel:3-stride:2-idskip:0,1.04867,1.38325,4.15208
1257,expanded_conv-input:16x16x96-output:8x8x96-expand:6-kernel:3-stride:2-idskip:0,2.26056,2.63256,7.9434
1258,expanded_conv-input:16x16x96-output:8x8x96-expand:3-kernel:5-stride:2-idskip:0,1.16737,1.83621,4.22459
1259,expanded_conv-input:16x16x96-output:8x8x96-expand:6-kernel:5-stride:2-idskip:0,2.77483,3.63326,8.1284
1260,expanded_conv-input:16x16x96-output:8x8x96-expand:3-kernel:7-stride:2-idskip:0,1.41701,2.01884,4.39904
1261,expanded_conv-input:16x16x96-output:8x8x96-expand:6-kernel:7-stride:2-idskip:0,3.3269,4.3981,8.53472
1262,expanded_conv-input:8x8x96-output:8x8x96-expand:3-kernel:3-stride:1-idskip:0,0.436523,0.69175,2.10099
1263,expanded_conv-input:8x8x96-output:8x8x96-expand:3-kernel:3-stride:1-idskip:1,0.448569,0.842647,2.12484
1264,expanded_conv-input:8x8x96-output:8x8x96-expand:6-kernel:3-stride:1-idskip:0,0.907745,1.44011,3.91344
1265,expanded_conv-input:8x8x96-output:8x8x96-expand:6-kernel:3-stride:1-idskip:1,0.959196,1.44201,3.9591
1266,expanded_conv-input:8x8x96-output:8x8x96-expand:3-kernel:5-stride:1-idskip:0,0.528434,0.741845,2.14538
1267,expanded_conv-input:8x8x96-output:8x8x96-expand:3-kernel:5-stride:1-idskip:1,0.524488,0.781976,2.12663
1268,expanded_conv-input:8x8x96-output:8x8x96-expand:6-kernel:5-stride:1-idskip:0,1.02639,1.50797,4.07046
1269,expanded_conv-input:8x8x96-output:8x8x96-expand:6-kernel:5-stride:1-idskip:1,1.12419,1.80173,4.03248
1270,expanded_conv-input:8x8x96-output:8x8x96-expand:3-kernel:7-stride:1-idskip:0,0.728434,1.13942,2.28302
1271,expanded_conv-input:8x8x96-output:8x8x96-expand:3-kernel:7-stride:1-idskip:1,0.73725,1.21899,2.25019
1272,expanded_conv-input:8x8x96-output:8x8x96-expand:6-kernel:7-stride:1-idskip:0,1.60904,2.36061,4.33474
1273,expanded_conv-input:8x8x96-output:8x8x96-expand:6-kernel:7-stride:1-idskip:1,1.71803,2.26406,4.31653
1274,expanded_conv-input:8x8x96-output:4x4x96-expand:3-kernel:3-stride:2-idskip:0,0.290298,0.49446,1.49947
1275,expanded_conv-input:8x8x96-output:4x4x96-expand:6-kernel:3-stride:2-idskip:0,0.669431,1.0951,2.69957
1276,expanded_conv-input:8x8x96-output:4x4x96-expand:3-kernel:5-stride:2-idskip:0,0.343261,0.67609,1.53305
1277,expanded_conv-input:8x8x96-output:4x4x96-expand:6-kernel:5-stride:2-idskip:0,0.715809,1.51314,2.73091
1278,expanded_conv-input:8x8x96-output:4x4x96-expand:3-kernel:7-stride:2-idskip:0,0.398316,0.873892,1.55985
1279,expanded_conv-input:8x8x96-output:4x4x96-expand:6-kernel:7-stride:2-idskip:0,0.890256,1.80588,2.84557
1280,expanded_conv-input:4x4x96-output:4x4x96-expand:3-kernel:3-stride:1-idskip:0,0.176397,0.428551,1.09791
1281,expanded_conv-input:4x4x96-output:4x4x96-expand:3-kernel:3-stride:1-idskip:1,0.199499,0.373227,1.13139
1282,expanded_conv-input:4x4x96-output:4x4x96-expand:6-kernel:3-stride:1-idskip:0,0.292294,0.654641,1.81026
1283,expanded_conv-input:4x4x96-output:4x4x96-expand:6-kernel:3-stride:1-idskip:1,0.315989,0.678146,1.87037
1284,expanded_conv-input:4x4x96-output:4x4x96-expand:3-kernel:5-stride:1-idskip:0,0.189973,0.360548,1.10877
1285,expanded_conv-input:4x4x96-output:4x4x96-expand:3-kernel:5-stride:1-idskip:1,0.211285,0.388218,1.15138
1286,expanded_conv-input:4x4x96-output:4x4x96-expand:6-kernel:5-stride:1-idskip:0,0.318795,0.72946,1.83851
1287,expanded_conv-input:4x4x96-output:4x4x96-expand:6-kernel:5-stride:1-idskip:1,0.353052,0.77084,1.84726
1288,expanded_conv-input:4x4x96-output:4x4x96-expand:3-kernel:7-stride:1-idskip:0,0.2691,0.617635,1.14199
1289,expanded_conv-input:4x4x96-output:4x4x96-expand:3-kernel:7-stride:1-idskip:1,0.284544,0.794378,1.24191
1290,expanded_conv-input:4x4x96-output:4x4x96-expand:6-kernel:7-stride:1-idskip:0,0.535074,1.27231,1.90651
1291,expanded_conv-input:4x4x96-output:4x4x96-expand:6-kernel:7-stride:1-idskip:1,0.505095,1.23673,1.96386
1292,expanded_conv-input:4x4x96-output:2x2x96-expand:3-kernel:3-stride:2-idskip:0,0.139083,0.315338,1.04788
1293,expanded_conv-input:4x4x96-output:2x2x96-expand:6-kernel:3-stride:2-idskip:0,0.2336,0.43193,1.83028
1294,expanded_conv-input:4x4x96-output:2x2x96-expand:3-kernel:5-stride:2-idskip:0,0.172145,0.316449,1.07492
1295,expanded_conv-input:4x4x96-output:2x2x96-expand:6-kernel:5-stride:2-idskip:0,0.27721,0.589587,1.79843
1296,expanded_conv-input:4x4x96-output:2x2x96-expand:3-kernel:7-stride:2-idskip:0,0.181573,0.404423,1.08966
1297,expanded_conv-input:4x4x96-output:2x2x96-expand:6-kernel:7-stride:2-idskip:0,0.332681,0.713058,1.83262
1298,expanded_conv-input:2x2x96-output:2x2x96-expand:3-kernel:3-stride:1-idskip:0,0.111465,0.251894,0.926667
1299,expanded_conv-input:2x2x96-output:2x2x96-expand:3-kernel:3-stride:1-idskip:1,0.129755,0.267241,0.953445
1300,expanded_conv-input:2x2x96-output:2x2x96-expand:6-kernel:3-stride:1-idskip:0,0.143383,0.279383,1.44511
1301,expanded_conv-input:2x2x96-output:2x2x96-expand:6-kernel:3-stride:1-idskip:1,0.162149,0.320028,1.4397
1302,expanded_conv-input:2x2x96-output:2x2x96-expand:3-kernel:5-stride:1-idskip:0,0.114376,0.219517,0.869311
1303,expanded_conv-input:2x2x96-output:2x2x96-expand:3-kernel:5-stride:1-idskip:1,0.133547,0.263578,0.898464
1304,expanded_conv-input:2x2x96-output:2x2x96-expand:6-kernel:5-stride:1-idskip:0,0.166814,0.305648,1.42914
1305,expanded_conv-input:2x2x96-output:2x2x96-expand:6-kernel:5-stride:1-idskip:1,0.209014,0.356465,1.45796
1306,expanded_conv-input:2x2x96-output:2x2x96-expand:3-kernel:7-stride:1-idskip:0,0.149269,0.381261,0.941955
1307,expanded_conv-input:2x2x96-output:2x2x96-expand:3-kernel:7-stride:1-idskip:1,0.170504,0.369154,0.968817
1308,expanded_conv-input:2x2x96-output:2x2x96-expand:6-kernel:7-stride:1-idskip:0,0.233205,0.543584,1.49912
1309,expanded_conv-input:2x2x96-output:2x2x96-expand:6-kernel:7-stride:1-idskip:1,0.27133,0.651721,1.46068
1310,expanded_conv-input:2x2x96-output:1x1x96-expand:3-kernel:3-stride:2-idskip:0,0.0937738,0.188529,0.473477
1311,expanded_conv-input:2x2x96-output:1x1x96-expand:6-kernel:3-stride:2-idskip:0,0.135689,0.25968,0.608584
1312,expanded_conv-input:2x2x96-output:1x1x96-expand:3-kernel:5-stride:2-idskip:0,0.116817,0.258764,0.477074
1313,expanded_conv-input:2x2x96-output:1x1x96-expand:6-kernel:5-stride:2-idskip:0,0.182788,0.479201,0.628883
1314,expanded_conv-input:2x2x96-output:1x1x96-expand:3-kernel:7-stride:2-idskip:0,0.13431,0.419936,0.440678
1315,expanded_conv-input:2x2x96-output:1x1x96-expand:6-kernel:7-stride:2-idskip:0,0.24847,0.517527,0.663965
1316,expanded_conv-input:32x32x192-output:32x32x192-expand:3-kernel:3-stride:1-idskip:0,25.7177,22.6345,85.1696
1317,expanded_conv-input:32x32x192-output:32x32x192-expand:3-kernel:3-stride:1-idskip:1,26.3017,23.2467,85.5789
1318,expanded_conv-input:32x32x192-output:32x32x192-expand:6-kernel:3-stride:1-idskip:0,51.856,47.1696,175.023
1319,expanded_conv-input:32x32x192-output:32x32x192-expand:6-kernel:3-stride:1-idskip:1,51.945,47.6346,175.307
1320,expanded_conv-input:32x32x192-output:32x32x192-expand:3-kernel:5-stride:1-idskip:0,31.3013,27.6721,87.2506
1321,expanded_conv-input:32x32x192-output:32x32x192-expand:3-kernel:5-stride:1-idskip:1,32.2926,28.3363,87.5978
1322,expanded_conv-input:32x32x192-output:32x32x192-expand:6-kernel:5-stride:1-idskip:0,67.9219,59.1256,179.506
1323,expanded_conv-input:32x32x192-output:32x32x192-expand:6-kernel:5-stride:1-idskip:1,68.3192,60.5568,179.714
1324,expanded_conv-input:32x32x192-output:32x32x192-expand:3-kernel:7-stride:1-idskip:0,39.5694,40.6628,92.812
1325,expanded_conv-input:32x32x192-output:32x32x192-expand:3-kernel:7-stride:1-idskip:1,39.8619,41.7619,93.1997
1326,expanded_conv-input:32x32x192-output:32x32x192-expand:6-kernel:7-stride:1-idskip:0,94.5674,94.9326,191.713
1327,expanded_conv-input:32x32x192-output:32x32x192-expand:6-kernel:7-stride:1-idskip:1,93.883,95.8303,191.964
1328,expanded_conv-input:32x32x192-output:16x16x192-expand:3-kernel:3-stride:2-idskip:0,14.3672,13.8619,52.5673
1329,expanded_conv-input:32x32x192-output:16x16x192-expand:6-kernel:3-stride:2-idskip:0,29.1366,27.9327,108.007
1330,expanded_conv-input:32x32x192-output:16x16x192-expand:3-kernel:5-stride:2-idskip:0,17.1326,19.6157,53.9236
1331,expanded_conv-input:32x32x192-output:16x16x192-expand:6-kernel:5-stride:2-idskip:0,35.8822,41.804,110.596
1332,expanded_conv-input:32x32x192-output:16x16x192-expand:3-kernel:7-stride:2-idskip:0,19.8139,24.2642,55.812
1333,expanded_conv-input:32x32x192-output:16x16x192-expand:6-kernel:7-stride:2-idskip:0,44.9798,54.2051,115.036
1334,expanded_conv-input:16x16x192-output:16x16x192-expand:3-kernel:3-stride:1-idskip:0,6.34306,5.90658,22.7057
1335,expanded_conv-input:16x16x192-output:16x16x192-expand:3-kernel:3-stride:1-idskip:1,6.40831,6.12324,22.921
1336,expanded_conv-input:16x16x192-output:16x16x192-expand:6-kernel:3-stride:1-idskip:0,13.0918,12.1565,45.9951
1337,expanded_conv-input:16x16x192-output:16x16x192-expand:6-kernel:3-stride:1-idskip:1,13.0021,12.4091,46.0407
1338,expanded_conv-input:16x16x192-output:16x16x192-expand:3-kernel:5-stride:1-idskip:0,6.56998,6.94404,23.2021
1339,expanded_conv-input:16x16x192-output:16x16x192-expand:3-kernel:5-stride:1-idskip:1,6.7752,7.13609,23.279
1340,expanded_conv-input:16x16x192-output:16x16x192-expand:6-kernel:5-stride:1-idskip:0,14.9239,14.6357,46.8585
1341,expanded_conv-input:16x16x192-output:16x16x192-expand:6-kernel:5-stride:1-idskip:1,14.7987,15.1352,47.243
1342,expanded_conv-input:16x16x192-output:16x16x192-expand:3-kernel:7-stride:1-idskip:0,8.73969,10.8618,24.4008
1343,expanded_conv-input:16x16x192-output:16x16x192-expand:3-kernel:7-stride:1-idskip:1,8.546,11.0261,24.6406
1344,expanded_conv-input:16x16x192-output:16x16x192-expand:6-kernel:7-stride:1-idskip:0,20.0939,26.5592,49.8552
1345,expanded_conv-input:16x16x192-output:16x16x192-expand:6-kernel:7-stride:1-idskip:1,20.2999,26.9415,49.9602
1346,expanded_conv-input:16x16x192-output:8x8x192-expand:3-kernel:3-stride:2-idskip:0,3.67284,3.95253,15.3102
1347,expanded_conv-input:16x16x192-output:8x8x192-expand:6-kernel:3-stride:2-idskip:0,7.36127,7.38157,30.6427
1348,expanded_conv-input:16x16x192-output:8x8x192-expand:3-kernel:5-stride:2-idskip:0,4.16441,4.89102,15.5606
1349,expanded_conv-input:16x16x192-output:8x8x192-expand:6-kernel:5-stride:2-idskip:0,8.80373,10.4383,31.1427
1350,expanded_conv-input:16x16x192-output:8x8x192-expand:3-kernel:7-stride:2-idskip:0,4.6894,5.77558,16.0171
1351,expanded_conv-input:16x16x192-output:8x8x192-expand:6-kernel:7-stride:2-idskip:0,10.899,13.0151,32.2379
1352,expanded_conv-input:8x8x192-output:8x8x192-expand:3-kernel:3-stride:1-idskip:0,1.60028,1.99028,7.58281
1353,expanded_conv-input:8x8x192-output:8x8x192-expand:3-kernel:3-stride:1-idskip:1,1.54677,2.08005,7.48215
1354,expanded_conv-input:8x8x192-output:8x8x192-expand:6-kernel:3-stride:1-idskip:0,3.38313,3.76559,14.8718
1355,expanded_conv-input:8x8x192-output:8x8x192-expand:6-kernel:3-stride:1-idskip:1,3.18704,3.8757,14.8933
1356,expanded_conv-input:8x8x192-output:8x8x192-expand:3-kernel:5-stride:1-idskip:0,1.69373,2.0714,7.55794
1357,expanded_conv-input:8x8x192-output:8x8x192-expand:3-kernel:5-stride:1-idskip:1,1.67891,2.1648,7.65857
1358,expanded_conv-input:8x8x192-output:8x8x192-expand:6-kernel:5-stride:1-idskip:0,3.5255,3.94475,15.0518
1359,expanded_conv-input:8x8x192-output:8x8x192-expand:6-kernel:5-stride:1-idskip:1,3.36726,3.98218,15.1028
1360,expanded_conv-input:8x8x192-output:8x8x192-expand:3-kernel:7-stride:1-idskip:0,2.14128,2.82883,7.87213
1361,expanded_conv-input:8x8x192-output:8x8x192-expand:3-kernel:7-stride:1-idskip:1,2.19846,2.92948,7.83102
1362,expanded_conv-input:8x8x192-output:8x8x192-expand:6-kernel:7-stride:1-idskip:0,4.8204,5.87741,15.6791
1363,expanded_conv-input:8x8x192-output:8x8x192-expand:6-kernel:7-stride:1-idskip:1,4.80471,6.12764,15.7077
1364,expanded_conv-input:8x8x192-output:4x4x192-expand:3-kernel:3-stride:2-idskip:0,1.02738,1.5703,4.21307
1365,expanded_conv-input:8x8x192-output:4x4x192-expand:6-kernel:3-stride:2-idskip:0,2.14723,2.88483,8.07646
1366,expanded_conv-input:8x8x192-output:4x4x192-expand:3-kernel:5-stride:2-idskip:0,1.30685,2.10815,4.27887
1367,expanded_conv-input:8x8x192-output:4x4x192-expand:6-kernel:5-stride:2-idskip:0,2.46546,4.02965,8.2748
1368,expanded_conv-input:8x8x192-output:4x4x192-expand:3-kernel:7-stride:2-idskip:0,1.38316,2.33843,4.36063
1369,expanded_conv-input:8x8x192-output:4x4x192-expand:6-kernel:7-stride:2-idskip:0,3.2242,4.6886,8.47038
1370,expanded_conv-input:4x4x192-output:4x4x192-expand:3-kernel:3-stride:1-idskip:0,0.594321,1.19972,2.37732
1371,expanded_conv-input:4x4x192-output:4x4x192-expand:3-kernel:3-stride:1-idskip:1,0.745652,1.10653,2.41209
1372,expanded_conv-input:4x4x192-output:4x4x192-expand:6-kernel:3-stride:1-idskip:0,1.45557,1.99228,4.60844
1373,expanded_conv-input:4x4x192-output:4x4x192-expand:6-kernel:3-stride:1-idskip:1,1.45178,2.04576,4.5393
1374,expanded_conv-input:4x4x192-output:4x4x192-expand:3-kernel:5-stride:1-idskip:0,0.658613,1.33957,2.3972
1375,expanded_conv-input:4x4x192-output:4x4x192-expand:3-kernel:5-stride:1-idskip:1,0.740168,1.1961,2.39802
1376,expanded_conv-input:4x4x192-output:4x4x192-expand:6-kernel:5-stride:1-idskip:0,1.45309,2.07697,4.57081
1377,expanded_conv-input:4x4x192-output:4x4x192-expand:6-kernel:5-stride:1-idskip:1,1.46884,2.09521,4.574
1378,expanded_conv-input:4x4x192-output:4x4x192-expand:3-kernel:7-stride:1-idskip:0,0.90845,1.57847,2.46009
1379,expanded_conv-input:4x4x192-output:4x4x192-expand:3-kernel:7-stride:1-idskip:1,0.916396,1.60598,2.6348
1380,expanded_conv-input:4x4x192-output:4x4x192-expand:6-kernel:7-stride:1-idskip:0,1.96886,3.06326,4.79961
1381,expanded_conv-input:4x4x192-output:4x4x192-expand:6-kernel:7-stride:1-idskip:1,1.63989,3.0877,4.78798
1382,expanded_conv-input:4x4x192-output:2x2x192-expand:3-kernel:3-stride:2-idskip:0,0.529863,0.740415,2.36308
1383,expanded_conv-input:4x4x192-output:2x2x192-expand:6-kernel:3-stride:2-idskip:0,1.31609,1.6266,4.38674
1384,expanded_conv-input:4x4x192-output:2x2x192-expand:3-kernel:5-stride:2-idskip:0,0.728738,0.901695,2.31152
1385,expanded_conv-input:4x4x192-output:2x2x192-expand:6-kernel:5-stride:2-idskip:0,1.56922,1.73937,4.40253
1386,expanded_conv-input:4x4x192-output:2x2x192-expand:3-kernel:7-stride:2-idskip:0,0.732765,1.01504,2.38686
1387,expanded_conv-input:4x4x192-output:2x2x192-expand:6-kernel:7-stride:2-idskip:0,1.65555,1.99726,4.49839
1388,expanded_conv-input:2x2x192-output:2x2x192-expand:3-kernel:3-stride:1-idskip:0,0.375765,0.433164,1.66094
1389,expanded_conv-input:2x2x192-output:2x2x192-expand:3-kernel:3-stride:1-idskip:1,0.535137,0.488393,1.60386
1390,expanded_conv-input:2x2x192-output:2x2x192-expand:6-kernel:3-stride:1-idskip:0,0.898341,0.816906,3.07587
1391,expanded_conv-input:2x2x192-output:2x2x192-expand:6-kernel:3-stride:1-idskip:1,0.935992,0.847865,3.14154
1392,expanded_conv-input:2x2x192-output:2x2x192-expand:3-kernel:5-stride:1-idskip:0,0.403024,0.467428,1.63508
1393,expanded_conv-input:2x2x192-output:2x2x192-expand:3-kernel:5-stride:1-idskip:1,0.458112,0.520892,1.62508
1394,expanded_conv-input:2x2x192-output:2x2x192-expand:6-kernel:5-stride:1-idskip:0,0.933282,1.02849,3.08359
1395,expanded_conv-input:2x2x192-output:2x2x192-expand:6-kernel:5-stride:1-idskip:1,0.889337,0.940564,3.09276
1396,expanded_conv-input:2x2x192-output:2x2x192-expand:3-kernel:7-stride:1-idskip:0,0.478685,0.76384,1.69793
1397,expanded_conv-input:2x2x192-output:2x2x192-expand:3-kernel:7-stride:1-idskip:1,0.558847,0.737609,1.68605
1398,expanded_conv-input:2x2x192-output:2x2x192-expand:6-kernel:7-stride:1-idskip:0,1.1287,1.43029,3.12776
1399,expanded_conv-input:2x2x192-output:2x2x192-expand:6-kernel:7-stride:1-idskip:1,1.12233,1.39019,3.16135
1400,expanded_conv-input:2x2x192-output:1x1x192-expand:3-kernel:3-stride:2-idskip:0,0.360761,0.422968,0.813935
1401,expanded_conv-input:2x2x192-output:1x1x192-expand:6-kernel:3-stride:2-idskip:0,0.805485,0.942883,1.50607
1402,expanded_conv-input:2x2x192-output:1x1x192-expand:3-kernel:5-stride:2-idskip:0,0.381594,0.542233,0.799467
1403,expanded_conv-input:2x2x192-output:1x1x192-expand:6-kernel:5-stride:2-idskip:0,0.880041,1.04154,1.49869
1404,expanded_conv-input:2x2x192-output:1x1x192-expand:3-kernel:7-stride:2-idskip:0,0.446463,0.753718,0.816021
1405,expanded_conv-input:2x2x192-output:1x1x192-expand:6-kernel:7-stride:2-idskip:0,0.952346,1.32968,1.55819
1406,expanded_conv-input:32x32x320-output:32x32x320-expand:3-kernel:3-stride:1-idskip:0,62.445,55.0744,239.212
1407,expanded_conv-input:32x32x320-output:32x32x320-expand:3-kernel:3-stride:1-idskip:1,63.253,56.295,239.642
1408,expanded_conv-input:32x32x320-output:32x32x320-expand:6-kernel:3-stride:1-idskip:0,125.648,112.774,477.399
1409,expanded_conv-input:32x32x320-output:32x32x320-expand:6-kernel:3-stride:1-idskip:1,124.811,114.445,477.743
1410,expanded_conv-input:32x32x320-output:32x32x320-expand:3-kernel:5-stride:1-idskip:0,72.5734,64.2537,242.574
1411,expanded_conv-input:32x32x320-output:32x32x320-expand:3-kernel:5-stride:1-idskip:1,73.2815,65.0595,243.063
1412,expanded_conv-input:32x32x320-output:32x32x320-expand:6-kernel:5-stride:1-idskip:0,149.959,144.743,485.759
1413,expanded_conv-input:32x32x320-output:32x32x320-expand:6-kernel:5-stride:1-idskip:1,151.4,146.137,486.05
1414,expanded_conv-input:32x32x320-output:32x32x320-expand:3-kernel:7-stride:1-idskip:0,87.82,94.8461,252.656
1415,expanded_conv-input:32x32x320-output:32x32x320-expand:3-kernel:7-stride:1-idskip:1,86.522,95.2903,253.19
